 -0.05 0.05 -0.07 0.09 -0.09 0.10 0.04 -0.59 1.01 -1.29 0.15 5.80 5.99 2.38 1.74 0.61 0.52 -0.03 0.46 -0.08 -0.07 0.17 0.30 -0.07 -0.09 -0.26 0.02 -0.16 -0.21 0.11 -1.73 2.45 7.28 6.74 3.70 0.79 -0.88 -0.87 -0.92 -0.87 -0.27 0.49 2.10 4.11 5.93 6.23 4.64 2.07 -0.82 0.03 0.27 -0.28 0.05 0.13 -0.05 -0.03 0.05 -0.03 -0.01 0.03 -0.03 0.03 -0.03 0.05
 0.02 -0.02 0.04 -0.06 0.05 -0.06 -0.13 0.96 -1.93 3.84 8.65 5.13 0.64 -0.77 -0.58 -0.40 -0.35 -0.04 -0.39 0.04 0.19 -0.32 -0.49 0.10 0.76 1.72 2.04 2.83 2.97 2.38 8.35 8.56 2.78 -1.33 -1.57 -0.42 0.81 0.45 0.62 0.66 0.32 0.22 -0.20 0.03 1.18 3.50 5.34 5.51 4.14 -0.05 -0.35 0.33 -0.07 -0.12 0.05 0.03 -0.05 0.04 -0.00 -0.01 0.01 -0.01 0.01 -0.03
 -0.02 0.02 -0.05 0.07 -0.08 0.11 0.13 -1.72 7.82 4.96 -0.07 -1.75 -0.28 0.35 0.40 0.25 0.41 -0.04 0.50 -0.11 -0.37 0.62 2.36 3.53 4.49 4.45 4.98 4.01 4.93 10.73 7.45 3.61 3.87 4.94 3.40 0.89 -1.04 -0.19 -0.51 -0.56 -0.31 -0.30 -0.06 -0.10 -0.24 0.22 2.40 4.75 5.01 4.89 0.48 -0.40 0.09 0.11 -0.06 -0.02 0.04 -0.03 0.00 0.01 -0.01 0.01 -0.01 0.03
 0.02 -0.02 0.05 -0.08 0.10 -0.20 -0.05 12.63 4.17 -1.61 0.08 1.00 0.27 -0.25 -0.24 -0.25 -0.43 0.06 -0.64 0.10 2.49 4.16 4.59 4.28 3.57 2.76 1.80 2.47 8.04 2.97 -0.14 2.25 2.67 2.87 4.08 5.18 3.46 0.20 0.27 0.66 0.19 0.45 0.08 0.24 0.01 -0.25 -0.93 1.21 4.80 5.26 4.56 0.46 -0.08 -0.14 0.09 -0.00 -0.02 0.01 0.01 -0.01 0.01 -0.01 0.01 -0.03
 0.24 -0.30 0.35 -0.44 0.64 -0.96 14.64 5.47 -2.66 1.62 -0.53 -0.31 -0.58 0.43 -0.06 0.45 0.34 -0.09 1.27 4.42 4.77 4.85 3.34 2.27 0.91 0.40 0.34 5.67 0.87 -1.18 0.71 -0.79 -0.59 0.23 0.72 1.96 4.34 5.02 0.53 -0.94 -0.02 -0.64 -0.04 -0.42 0.17 0.18 0.87 -0.82 0.37 4.48 5.76 4.21 -0.16 0.23 -0.12 -0.01 0.06 -0.08 0.08 -0.09 0.12 -0.15 0.18 -0.19
 -0.48 0.62 -0.79 1.14 -2.04 11.51 7.55 -2.99 2.15 -1.51 0.66 -0.00 0.71 -0.48 0.19 -0.49 -0.56 1.64 5.07 4.70 4.16 1.21 0.19 -1.05 -0.27 -0.88 4.44 2.36 -0.07 0.80 -0.65 0.50 0.37 -0.16 -0.32 -0.23 0.08 2.96 6.66 2.33 -0.35 0.96 -0.06 0.66 -0.37 -0.07 -1.03 0.90 -0.35 0.92 4.18 5.92 3.24 -0.75 0.36 -0.12 0.01 0.05 -0.09 0.14 -0.19 0.25 -0.31 0.36
 0.44 -0.61 0.86 -1.52 5.92 11.07 -1.31 1.42 -1.28 0.97 -0.35 -0.12 -0.53 0.23 -0.02 0.16 2.89 6.44 5.00 3.00 -0.18 -0.11 -0.19 0.95 0.02 3.37 4.05 -0.18 -0.22 -0.59 0.55 -0.32 -0.32 0.10 0.20 0.02 -0.08 -0.91 0.23 5.99 1.54 -1.36 0.06 -0.83 0.44 0.13 1.11 -0.87 0.20 -0.84 2.03 4.96 5.60 1.57 -0.57 0.25 -0.10 0.03 0.02 -0.07 0.13 -0.19 0.25 -0.31
 0.08 -0.06 0.05 0.42 11.24 3.96 -0.74 0.01 0.23 -0.17 -0.27 0.58 0.09 0.31 -0.58 2.12 5.73 4.41 0.95 -0.72 -0.11 0.13 -0.10 -0.72 0.09 3.40 0.43 -0.19 0.48 0.43 -0.44 0.15 0.35 -0.05 -0.07 0.10 0.14 0.74 0.27 0.43 7.36 1.82 0.30 0.80 -0.25 -0.50 -0.98 0.58 0.30 0.38 -1.10 3.04 6.35 3.92 0.10 -0.10 0.08 -0.09 0.09 -0.09 0.08 -0.07 0.07 -0.10
 -0.29 0.45 -0.94 5.12 9.52 -0.08 0.29 0.01 -0.16 0.08 0.37 -0.64 -0.00 -0.69 1.94 7.26 5.85 1.36 0.05 0.46 0.29 -0.19 0.49 0.32 3.62 3.72 0.53 0.16 -0.61 -0.43 0.47 -0.06 -0.39 -0.17 -0.06 -0.40 -0.11 -0.87 -0.13 -1.08 -0.50 5.21 -1.68 -0.58 -0.18 1.17 0.86 -0.24 -0.90 0.09 0.54 -0.26 4.56 6.65 1.13 -0.16 0.03 0.04 -0.07 0.09 -0.11 0.13 -0.16 0.24
 -0.13 0.21 -0.16 8.37 6.02 -0.53 0.33 -0.46 0.57 -0.47 -0.01 0.23 0.54 0.51 6.68 4.94 -1.13 -1.57 -0.58 -0.60 -0.32 -0.04 -0.71 -0.48 1.73 -0.13 -1.39 0.07 0.63 0.68 -0.78 0.13 0.72 1.62 1.99 3.79 3.92 5.77 4.95 6.49 4.69 8.14 8.69 1.02 0.74 -2.22 -1.17 0.14 1.42 -0.23 -0.59 0.01 1.82 6.52 4.30 -0.60 0.29 -0.20 0.13 -0.08 0.04 0.01 -0.04 0.05
 0.11 -0.33 1.56 9.01 3.49 -0.51 0.21 0.11 -0.39 0.44 0.02 -0.08 -1.47 4.75 8.30 3.11 4.99 6.47 6.89 7.59 7.58 7.16 7.12 8.45 9.15 4.81 2.81 0.21 -1.27 -0.76 2.08 2.83 3.80 4.27 4.92 3.69 3.56 2.29 2.82 2.38 3.62 3.23 10.78 8.62 7.75 7.71 3.44 -0.40 -2.23 0.24 0.98 -0.30 -0.60 5.87 5.92 0.50 -0.17 0.12 -0.09 0.07 -0.05 0.02 -0.00 0.00
 0.22 -0.50 3.07 8.85 2.12 -0.18 -0.04 -0.09 0.41 -0.55 -0.18 0.66 5.76 15.33 9.32 6.55 5.48 3.45 2.26 0.97 0.49 0.53 0.61 3.51 4.80 4.33 5.60 6.55 7.16 5.39 3.22 2.93 2.78 1.23 0.05 -0.48 -0.46 -0.57 -0.33 -0.98 -0.32 -1.92 0.84 3.13 -0.71 4.34 6.99 9.90 5.86 0.12 -2.22 1.12 -0.22 1.71 8.37 1.71 -0.24 0.05 -0.00 -0.02 0.03 -0.04 0.07 -0.16
 0.32 -0.68 4.25 7.78 1.85 -0.67 0.63 -0.49 -0.08 1.07 5.30 5.78 14.80 9.51 -0.23 0.16 -1.82 -0.63 -1.30 -0.12 -0.42 -0.10 -0.23 2.16 0.63 -1.66 -0.67 2.42 5.38 8.41 7.79 3.21 -0.45 -0.46 0.30 0.26 0.34 0.17 0.23 0.39 0.32 0.80 0.47 5.34 0.54 -1.73 -1.58 0.22 6.72 9.95 5.97 -1.80 -0.17 0.65 6.89 4.43 -0.79 0.40 -0.22 0.12 -0.03 -0.04 0.10 -0.13
 -0.07 -0.11 4.07 7.91 1.04 0.30 -0.81 1.13 3.66 7.29 5.28 6.50 8.60 -1.89 0.30 0.02 0.98 0.38 0.83 0.12 0.24 0.03 0.66 3.11 1.62 1.72 3.54 2.88 1.44 -0.25 0.92 4.65 5.13 1.54 -0.54 -0.10 -0.36 0.06 -0.30 -0.00 -0.53 -0.04 -1.29 2.92 2.62 -0.09 1.69 -0.65 -1.65 -0.19 8.33 9.65 2.00 -2.33 6.65 6.01 -0.45 0.26 -0.20 0.16 -0.15 0.15 -0.13 0.06
 -0.08 -0.18 4.05 7.73 1.45 -0.58 2.21 6.10 6.03 4.90 -0.90 8.33 4.33 -0.63 0.86 -0.86 0.01 -0.80 -0.17 -0.54 0.25 -0.54 0.89 1.91 2.05 1.95 2.10 1.70 0.62 0.24 -0.18 -0.84 1.99 4.94 2.93 0.24 0.13 0.10 -0.02 0.26 -0.03 0.65 -0.16 2.14 3.53 -1.43 -0.21 -0.38 1.63 -0.54 -1.78 2.58 11.60 3.76 2.11 8.79 -0.59 0.55 -0.42 0.34 -0.28 0.23 -0.20 0.23
 0.31 -0.55 4.06 7.19 1.86 3.18 6.59 5.24 2.88 -1.43 2.25 10.56 -1.24 0.06 -0.41 0.55 0.02 0.56 0.21 0.40 -0.13 0.25 0.50 3.83 3.72 2.65 1.95 -0.30 -0.47 -0.19 0.05 0.56 -0.53 0.64 3.91 3.21 0.07 -0.03 -0.05 -0.02 -0.18 -0.15 -0.54 0.52 4.02 0.27 0.76 -0.15 -0.74 -0.00 1.40 -1.41 -0.18 9.35 8.68 8.00 1.16 -0.47 0.30 -0.25 0.22 -0.20 0.21 -0.32
 0.55 -0.89 3.35 6.97 7.61 5.07 6.14 0.53 0.65 -1.89 8.09 5.51 -1.77 1.64 -0.90 0.46 -0.71 0.16 -0.70 0.07 -0.20 -0.11 0.95 5.13 2.99 1.34 -0.80 0.26 0.25 0.28 -0.13 -0.31 0.20 -0.09 0.19 3.54 3.36 0.40 -0.16 0.14 -0.03 0.31 0.11 0.70 3.69 -0.09 -0.54 -0.01 0.67 -0.14 -0.84 0.77 0.36 -1.54 8.79 16.50 1.14 -0.24 0.20 -0.20 0.23 -0.28 0.33 -0.31
 0.21 -0.24 1.59 10.22 10.53 4.72 1.47 -1.21 1.00 -1.05 10.69 1.16 -0.45 -0.29 0.04 0.17 0.13 0.19 0.38 0.12 0.14 -0.16 2.47 5.08 3.11 -0.03 0.35 0.02 -0.41 -0.05 -0.10 0.41 -0.30 0.22 -0.25 0.32 2.83 2.95 0.22 -0.02 -0.05 -0.13 -0.30 0.16 3.53 1.02 0.14 0.27 -0.73 0.34 0.41 -0.32 -0.59 1.34 -1.86 17.40 9.61 -1.53 0.85 -0.60 0.44 -0.33 0.27 -0.34
 3.05 -0.74 0.34 9.90 11.89 1.20 -0.82 1.05 -1.39 3.01 10.25 -2.26 1.24 -0.37 0.44 -0.58 0.30 -0.46 -0.10 -0.32 -0.02 0.57 3.05 4.10 1.77 -0.46 -0.01 -0.22 0.50 -0.06 0.18 -0.40 0.27 -0.21 0.20 -0.10 0.96 3.10 2.07 0.05 -0.11 0.29 -0.02 0.68 3.25 0.56 -0.80 0.33 0.01 0.34 -1.04 1.11 -0.55 0.36 -0.89 9.19 11.27 4.81 -0.20 0.20 -0.27 0.40 -0.68 1.84
 2.81 -0.88 1.61 11.48 8.84 1.04 -0.42 0.64 -1.53 5.56 6.17 -1.85 1.23 -1.38 0.98 -0.57 0.60 -0.37 0.77 -0.23 0.38 1.55 3.12 2.64 2.22 0.21 0.23 -0.01 -0.26 -0.11 -0.04 0.24 -0.15 0.14 -0.14 0.03 -0.47 1.62 3.00 1.39 -0.27 0.12 -0.44 0.71 3.15 0.97 -0.00 0.38 -0.65 0.46 0.03 0.03 -0.76 1.30 -1.75 9.31 4.22 8.09 3.88 -0.52 -0.02 0.40 -0.94 3.12
 0.93 -0.67 6.21 6.23 6.61 4.05 -1.08 1.08 -1.49 6.03 2.42 -1.30 0.76 -0.10 0.16 -0.41 0.30 -0.36 -0.08 -0.45 0.58 2.52 1.92 1.41 2.27 0.46 -0.29 0.03 0.22 0.13 -0.00 -0.14 0.04 -0.02 -0.04 0.22 0.05 0.21 2.04 2.62 0.15 0.23 -0.20 1.40 2.92 0.25 -0.61 0.22 -0.08 0.30 -0.84 0.99 -0.59 0.59 -1.34 9.81 1.96 3.23 8.58 1.16 -0.09 0.08 -0.34 4.31
 -1.35 4.05 6.11 0.55 5.79 6.46 0.13 0.20 -0.75 9.84 1.16 -0.30 0.30 -0.70 0.51 -0.14 0.12 -0.09 0.51 -0.10 1.43 2.79 0.61 0.75 2.75 1.26 0.05 0.05 -0.24 -0.09 -0.05 0.17 -0.11 0.12 -0.06 -0.10 -0.18 -0.09 0.95 2.78 1.38 -0.02 -0.32 1.70 2.76 0.32 0.25 0.17 -0.30 0.23 0.14 -0.15 -0.47 0.89 -1.24 10.07 1.77 -0.54 7.46 5.52 0.36 -0.41 0.90 4.35
 -1.48 3.79 3.67 -1.24 3.22 7.46 3.08 -0.68 0.73 10.41 0.01 -0.27 0.08 0.40 -0.30 -0.08 0.14 -0.11 -0.27 -0.30 2.05 2.60 0.06 0.37 2.14 2.07 0.01 -0.07 0.25 0.07 0.07 -0.16 0.12 -0.16 0.07 0.07 0.25 -0.07 0.01 2.07 2.14 0.37 0.06 2.60 2.05 -0.30 -0.27 -0.11 0.14 -0.08 -0.30 0.40 0.08 -0.27 0.01 10.41 0.73 -0.68 3.08 7.46 3.22 -1.24 3.67 3.79
 -1.35 4.35 0.90 -0.41 0.36 5.52 7.46 -0.54 1.77 10.07 -1.24 0.89 -0.47 -0.15 0.14 0.23 -0.30 0.17 0.25 0.32 2.76 1.70 -0.32 -0.02 1.38 2.78 0.95 -0.09 -0.18 -0.10 -0.06 0.12 -0.11 0.17 -0.05 -0.09 -0.24 0.05 0.05 1.26 2.75 0.75 0.61 2.79 1.43 -0.10 0.51 -0.09 0.12 -0.14 0.51 -0.70 0.30 -0.30 1.16 9.84 -0.75 0.20 0.13 6.46 5.79 0.55 6.11 4.05
 0.93 4.31 -0.34 0.08 -0.09 1.16 8.58 3.23 1.96 9.81 -1.34 0.59 -0.59 0.99 -0.84 0.30 -0.08 0.22 -0.61 0.25 2.92 1.40 -0.20 0.23 0.15 2.62 2.04 0.21 0.05 0.22 -0.04 -0.02 0.04 -0.14 -0.00 0.13 0.22 0.03 -0.29 0.46 2.27 1.41 1.92 2.52 0.58 -0.45 -0.08 -0.36 0.30 -0.41 0.16 -0.10 0.76 -1.30 2.42 6.03 -1.49 1.08 -1.08 4.05 6.61 6.23 6.21 -0.67
 2.81 3.12 -0.94 0.40 -0.02 -0.52 3.88 8.09 4.22 9.31 -1.75 1.30 -0.76 0.03 0.03 0.46 -0.65 0.38 -0.00 0.97 3.15 0.71 -0.44 0.12 -0.27 1.39 3.00 1.62 -0.47 0.03 -0.14 0.14 -0.15 0.24 -0.04 -0.11 -0.26 -0.01 0.23 0.21 2.22 2.64 3.12 1.55 0.38 -0.23 0.77 -0.37 0.60 -0.57 0.98 -1.38 1.23 -1.85 6.17 5.56 -1.53 0.64 -0.42 1.04 8.84 11.48 1.61 -0.88
 3.05 1.84 -0.68 0.40 -0.27 0.20 -0.20 4.81 11.27 9.19 -0.89 0.36 -0.55 1.11 -1.04 0.34 0.01 0.33 -0.80 0.56 3.25 0.68 -0.02 0.29 -0.11 0.05 2.07 3.10 0.96 -0.10 0.20 -0.21 0.27 -0.40 0.18 -0.06 0.50 -0.22 -0.01 -0.46 1.77 4.10 3.05 0.57 -0.02 -0.32 -0.10 -0.46 0.30 -0.58 0.44 -0.37 1.24 -2.26 10.25 3.01 -1.39 1.05 -0.82 1.20 11.89 9.90 0.34 -0.74
 0.21 -0.34 0.27 -0.33 0.44 -0.60 0.85 -1.53 9.61 17.40 -1.86 1.34 -0.59 -0.32 0.41 0.34 -0.73 0.27 0.14 1.02 3.53 0.16 -0.30 -0.13 -0.05 -0.02 0.22 2.95 2.83 0.32 -0.25 0.22 -0.30 0.41 -0.10 -0.05 -0.41 0.02 0.35 -0.03 3.11 5.08 2.47 -0.16 0.14 0.12 0.38 0.19 0.13 0.17 0.04 -0.29 -0.45 1.16 10.69 -1.05 1.00 -1.21 1.47 4.72 10.53 10.22 1.59 -0.24
 0.55 -0.31 0.33 -0.28 0.23 -0.20 0.20 -0.24 1.14 16.50 8.79 -1.54 0.36 0.77 -0.84 -0.14 0.67 -0.01 -0.54 -0.09 3.69 0.70 0.11 0.31 -0.03 0.14 -0.16 0.40 3.36 3.54 0.19 -0.09 0.20 -0.31 -0.13 0.28 0.25 0.26 -0.80 1.34 2.99 5.13 0.95 -0.11 -0.20 0.07 -0.70 0.16 -0.71 0.46 -0.90 1.64 -1.77 5.51 8.09 -1.89 0.65 0.53 6.14 5.07 7.61 6.97 3.35 -0.89
 0.31 -0.32 0.21 -0.20 0.22 -0.25 0.30 -0.47 1.16 8.00 8.68 9.35 -0.18 -1.41 1.40 -0.00 -0.74 -0.15 0.76 0.27 4.02 0.52 -0.54 -0.15 -0.18 -0.02 -0.05 -0.03 0.07 3.21 3.91 0.64 -0.53 0.56 0.05 -0.19 -0.47 -0.30 1.95 2.65 3.72 3.83 0.50 0.25 -0.13 0.40 0.21 0.56 0.02 0.55 -0.41 0.06 -1.24 10.56 2.25 -1.43 2.88 5.24 6.59 3.18 1.86 7.19 4.06 -0.55
 -0.08 0.23 -0.20 0.23 -0.28 0.34 -0.42 0.55 -0.59 8.79 2.11 3.76 11.60 2.58 -1.78 -0.54 1.63 -0.38 -0.21 -1.43 3.53 2.14 -0.16 0.65 -0.03 0.26 -0.02 0.10 0.13 0.24 2.93 4.94 1.99 -0.84 -0.18 0.24 0.62 1.70 2.10 1.95 2.05 1.91 0.89 -0.54 0.25 -0.54 -0.17 -0.80 0.01 -0.86 0.86 -0.63 4.33 8.33 -0.90 4.90 6.03 6.10 2.21 -0.58 1.45 7.73 4.05 -0.18
 -0.07 0.06 -0.13 0.15 -0.15 0.16 -0.20 0.26 -0.45 6.01 6.65 -2.33 2.00 9.65 8.33 -0.19 -1.65 -0.65 1.69 -0.09 2.62 2.92 -1.29 -0.04 -0.53 -0.00 -0.30 0.06 -0.36 -0.10 -0.54 1.54 5.13 4.65 0.92 -0.25 1.44 2.88 3.54 1.72 1.62 3.11 0.66 0.03 0.24 0.12 0.83 0.38 0.98 0.02 0.30 -1.89 8.60 6.50 5.28 7.29 3.66 1.13 -0.81 0.30 1.04 7.91 4.07 -0.11
 0.32 -0.13 0.10 -0.04 -0.03 0.12 -0.22 0.40 -0.79 4.43 6.89 0.65 -0.17 -1.80 5.97 9.95 6.72 0.22 -1.58 -1.73 0.54 5.34 0.47 0.80 0.32 0.39 0.23 0.17 0.34 0.26 0.30 -0.46 -0.45 3.21 7.79 8.41 5.38 2.42 -0.67 -1.66 0.63 2.16 -0.23 -0.10 -0.42 -0.12 -1.30 -0.63 -1.82 0.16 -0.23 9.51 14.80 5.78 5.30 1.07 -0.08 -0.49 0.63 -0.67 1.85 7.78 4.25 -0.68
 0.22 -0.16 0.07 -0.04 0.03 -0.02 -0.00 0.05 -0.24 1.71 8.37 1.71 -0.22 1.12 -2.22 0.12 5.86 9.90 6.99 4.34 -0.71 3.13 0.84 -1.92 -0.32 -0.98 -0.33 -0.57 -0.46 -0.48 0.05 1.23 2.78 2.93 3.22 5.39 7.16 6.55 5.60 4.33 4.80 3.51 0.61 0.53 0.49 0.97 2.26 3.45 5.48 6.55 9.32 15.33 5.76 0.66 -0.18 -0.55 0.41 -0.09 -0.04 -0.18 2.12 8.85 3.07 -0.50
 0.11 0.00 -0.00 0.02 -0.05 0.07 -0.09 0.12 -0.17 0.50 5.92 5.87 -0.60 -0.30 0.98 0.24 -2.23 -0.40 3.44 7.71 7.75 8.62 10.78 3.23 3.62 2.38 2.82 2.29 3.56 3.69 4.92 4.27 3.80 2.83 2.08 -0.76 -1.27 0.21 2.81 4.81 9.15 8.45 7.12 7.16 7.58 7.59 6.89 6.47 4.99 3.11 8.30 4.75 -1.47 -0.08 0.02 0.44 -0.39 0.11 0.21 -0.51 3.49 9.01 1.56 -0.33
 -0.13 0.05 -0.04 0.01 0.04 -0.08 0.13 -0.20 0.29 -0.60 4.30 6.52 1.82 0.01 -0.59 -0.23 1.42 0.14 -1.17 -2.22 0.74 1.02 8.69 8.14 4.69 6.49 4.95 5.77 3.92 3.79 1.99 1.62 0.72 0.13 -0.78 0.68 0.63 0.07 -1.39 -0.13 1.73 -0.48 -0.71 -0.04 -0.32 -0.60 -0.58 -1.57 -1.13 4.94 6.68 0.51 0.54 0.23 -0.01 -0.47 0.57 -0.46 0.33 -0.53 6.02 8.37 -0.16 0.21
 -0.29 0.24 -0.16 0.13 -0.11 0.09 -0.07 0.04 0.03 -0.16 1.13 6.65 4.56 -0.26 0.54 0.09 -0.90 -0.24 0.86 1.17 -0.18 -0.58 -1.68 5.21 -0.50 -1.08 -0.13 -0.87 -0.11 -0.40 -0.06 -0.17 -0.39 -0.06 0.47 -0.43 -0.61 0.16 0.53 3.72 3.62 0.32 0.49 -0.19 0.29 0.46 0.05 1.36 5.85 7.26 1.94 -0.69 -0.00 -0.64 0.37 0.08 -0.16 0.01 0.29 -0.08 9.52 5.12 -0.94 0.45
 0.08 -0.10 0.07 -0.07 0.08 -0.09 0.09 -0.09 0.08 -0.10 0.10 3.92 6.35 3.04 -1.10 0.38 0.30 0.58 -0.98 -0.50 -0.25 0.80 0.30 1.82 7.36 0.43 0.27 0.74 0.14 0.10 -0.07 -0.05 0.35 0.15 -0.44 0.43 0.48 -0.19 0.43 3.40 0.09 -0.72 -0.10 0.13 -0.11 -0.72 0.95 4.41 5.73 2.12 -0.58 0.31 0.09 0.58 -0.27 -0.17 0.23 0.01 -0.74 3.96 11.24 0.42 0.05 -0.06
